SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.06821064,57,0,0.009332445,10500.0,3,0,0,0,0.0
1,0.005494776999999999,34,0,0.000749813,4000.0,2,0,0,0,1.0
1,0.01185604,77,0,0.002540937,3541.0,4,0,0,0,0.0
1,0.7938564909999999,49,0,0.33864434200000004,3702.0,6,0,0,0,2.0
1,0.0,88,0,0.0,3649.0,2,0,0,0,0.0
1,0.0,61,0,0.192277725,11550.0,10,0,1,0,1.0
1,0.02599675,70,0,6.0,1159.0,5,0,0,0,0.0
1,0.006615281999999999,47,0,0.341164709,4000.0,12,0,1,0,0.0
1,0.060841474000000006,43,0,0.450237869,10509.0,7,0,2,0,0.0
1,0.120492285,74,0,0.16597625,14483.0,18,0,1,0,1.0
1,0.380813499,51,0,0.11552729199999999,1886.0,5,0,0,0,0.0
0,0.152365749,43,0,1.167356227,4833.0,11,0,4,0,0.0
1,0.018270151999999998,51,0,0.204077657,15400.0,15,1,1,0,2.0
1,0.501138391,47,5,0.56737425,4333.0,8,0,1,0,2.0
1,0.000124997,63,0,0.163047225,2900.0,3,0,0,0,0.0
1,0.223762047,77,0,0.829872327,6500.0,27,0,3,0,1.0
1,0.0257425,57,0,0.144462432,10500.0,17,0,1,0,0.0
1,0.969551522,42,0,0.588921283,2400.0,6,0,0,0,0.0
1,0.042449565999999994,52,1,1.220819376,3880.0,14,0,3,1,0.0
1,0.570376882,27,0,1.589595376,864.0,5,1,0,0,0.0
1,0.043695643,58,0,0.059818649,22166.0,8,0,0,0,2.0
1,0.819601087,54,0,5.054228913999999,8500.0,35,0,2,0,0.0
1,0.034866139,51,0,0.034441805,2525.0,9,0,0,0,0.0
1,1.000062496,36,0,0.241939515,4000.0,2,0,0,0,0.0
1,0.256417185,37,0,0.52567154,2940.0,8,1,2,0,0.0
0,0.9481037920000001,27,0,0.526973547,4800.0,6,0,1,0,0.0
1,0.01439856,40,0,0.054389122000000005,5000.0,3,0,0,0,0.0
1,0.025765409,63,0,0.21222507899999998,3500.0,11,1,1,0,0.0
1,0.753681935,38,0,0.41936325700000004,3831.0,6,0,1,0,1.0
1,0.926864693,58,1,0.690136222,12185.0,21,0,3,0,2.0
1,0.104589541,63,0,0.225939776,5080.0,6,0,1,0,0.0
1,0.012499805,78,0,0.023317788,1500.0,8,0,0,0,0.0
1,0.555251582,55,1,1845.0,1159.0,18,0,0,0,0.0
1,0.043215532,61,0,1595.0,1159.0,16,0,0,1,5.0
1,0.009020154,53,0,0.401899525,4000.0,7,0,1,0,2.0
1,0.020332717,68,0,0.0038933229999999997,5136.0,4,0,0,0,0.0
1,0.048655391,45,0,0.09018188699999999,10500.0,6,0,1,0,3.0
1,0.001299347,50,0,0.159760027,9000.0,14,0,1,0,0.0
0,0.9202657809999999,46,2,0.053035724000000006,57300.0,4,2,2,1,2.0
1,0.16741661300000002,42,0,70.0,1159.0,1,0,0,0,0.0
1,0.0,52,0,0.142197049,6708.0,6,0,1,0,1.0
1,0.13094056699999998,41,1,998.0,2554.0,9,0,1,0,0.0
1,0.685157421,70,1,0.019990005,2000.0,2,0,0,0,0.0
1,0.001807803,67,0,4.793478261000001,183.0,12,0,1,0,0.0
1,0.800995025,39,1,0.288406625,1750.0,5,1,0,0,0.0
1,0.11197421699999999,41,0,2613.0,2554.0,9,0,1,0,3.0
1,0.029589439,64,0,0.014048531000000001,3914.0,4,0,0,0,0.0
1,0.007446492,53,0,1233.0,2554.0,9,0,1,0,2.0
1,0.0032498379999999997,54,0,0.22265535399999997,4360.0,5,0,0,0,3.0
1,0.986871547,63,0,0.193424526,8333.0,6,0,0,0,2.0
1,0.012502376,83,0,0.090526933,10228.0,12,0,1,0,0.0
1,0.022189765,35,0,0.450868373,4375.0,6,0,2,0,0.0
1,0.022387645,62,0,0.009389671,1277.0,4,0,0,0,0.0
1,0.013564297,62,0,0.23006416100000002,12000.0,8,0,2,0,2.0
1,0.074697913,56,0,0.5513359720000001,8083.0,14,0,4,0,2.0
1,0.157354532,41,0,0.136772645,3333.0,8,0,0,0,0.0
1,0.118018736,51,0,0.17245517,15000.0,5,0,1,0,0.0
1,0.180268138,39,0,0.342885705,3000.0,10,0,2,0,4.0
1,0.926147705,22,3,1.577344702,820.0,7,0,1,0,0.0
1,0.9774114770000001,66,0,0.045860552,7500.0,3,0,0,0,0.0
1,0.087502444,52,0,0.47726539799999995,3100.0,7,0,1,0,0.0
1,0.0,54,0,0.401240951,2900.0,10,0,1,0,1.0
1,0.024277839,33,1,0.48767161700000006,7137.0,9,0,2,0,0.0
1,0.572554902,41,0,0.589568405,6000.0,12,0,2,0,2.0
1,0.889515719,57,0,0.42814104,8961.0,8,0,1,0,0.0
1,0.067153215,36,0,366.0,2554.0,3,0,1,0,0.0
1,0.018297925,47,0,0.114631742,7100.0,7,0,0,0,2.0
1,0.18771377600000003,67,0,0.34457855200000004,50539.0,13,0,4,0,2.0
1,0.917027657,27,0,0.26078263399999996,3500.0,4,0,0,0,1.0
1,0.0,39,0,0.346728844,7290.0,15,0,2,0,0.0
1,0.002231031,50,0,0.00239936,3750.0,11,0,0,0,0.0
1,0.318813183,42,0,1.595680864,5000.0,9,0,4,0,0.0
1,0.38552154,25,0,0.125642674,3111.0,8,0,0,0,0.0
1,0.012498416000000002,66,0,0.117180176,16000.0,26,0,2,0,0.0
1,0.022729548,76,0,0.0054510769999999995,3668.0,2,0,0,0,0.0
1,0.00447991,74,0,38.20113314,6000.0,6,0,0,0,0.0
0,1.25748503,45,2,0.570097705,4400.0,4,4,1,3,3.0
1,0.010752688,39,0,7.0,1159.0,5,0,0,0,0.0
1,0.49752448899999996,44,0,0.379180091,9000.0,4,0,2,0,2.0
1,0.46905684200000003,31,0,0.048211004,9250.0,4,0,0,0,1.0
1,0.485682968,48,0,0.16180573199999998,7885.0,13,0,1,0,0.0
1,0.0,84,0,0.0,0.0,4,0,0,0,0.0
1,0.008019689,77,0,0.0048,4999.0,13,0,0,0,0.0
1,0.0849966,44,0,0.20915636,10833.0,4,0,1,0,1.0
1,0.442954426,57,0,1994.0,2554.0,10,1,1,0,0.0
1,0.013962988999999999,73,0,0.005829595999999999,2229.0,8,0,0,0,0.0
1,0.444950645,53,0,0.020725389,3280.0,6,0,0,0,0.0
1,0.002175161,34,0,0.24711027800000002,3200.0,10,0,0,0,1.0
1,0.9999998999999999,33,0,27.0,1159.0,0,1,0,0,0.0
1,0.94323334,52,2,0.247738454,6300.0,4,1,1,0,1.0
1,0.779260609,52,1,0.43703328700000005,7900.0,18,0,2,0,0.0
1,0.133438369,57,0,0.059515239000000004,4166.0,8,0,0,0,2.0
1,0.7263427109999999,35,0,0.263186813,5459.0,10,0,0,1,3.0
1,0.75444911,29,2,0.9273817459999999,1500.0,8,1,0,0,0.0
1,0.0,57,0,0.082039911,6764.0,6,0,0,0,0.0
1,0.067615828,67,0,2036.0,2554.0,7,0,1,0,0.0
1,0.001924568,73,0,0.000584112,3423.0,4,0,0,0,0.0
1,0.740863787,24,0,0.129918801,1600.0,5,0,0,0,0.0
1,0.0,46,0,0.109591643,5264.0,6,0,0,0,2.0
1,1.889214771,63,0,0.262876131,5416.0,10,0,1,0,0.0
1,0.691528534,39,0,0.571943406,14983.0,15,0,4,0,2.0
1,0.018347395,41,0,1400.0,2554.0,5,0,1,0,0.0
1,0.0,60,0,0.25440712600000004,5388.0,6,0,1,0,0.0
0,0.784245702,60,0,0.617184084,4573.0,10,0,1,0,0.0
1,0.04685045,71,0,0.320073665,2714.0,7,0,1,0,0.0
1,0.002412961,47,0,0.645118294,3000.0,5,0,1,0,1.0
1,0.038423466,34,0,970.0,2554.0,9,0,1,0,0.0
1,0.097917495,60,0,0.118985387,16833.0,5,0,2,0,2.0
1,0.01574757,84,0,0.05607241599999999,3976.0,5,0,1,0,0.0
1,0.24401687100000002,45,0,0.47768989700000003,6700.0,13,0,2,0,0.0
1,0.0,83,0,24.0,1159.0,4,0,0,0,0.0
1,1.481037924,46,0,163.0,1159.0,1,3,0,0,0.0
1,0.025394751,80,0,0.163806032,6000.0,8,0,1,0,0.0
1,0.011742313,81,0,0.001856878,7000.0,4,0,0,0,0.0
1,0.198790608,49,0,0.568181818,3299.0,10,0,1,0,0.0
1,0.393734746,47,0,0.333425913,7200.0,13,0,1,0,2.0
1,0.0,28,0,0.0,4445.0,1,0,0,0,0.0
0,0.42144021200000004,52,0,0.349280825,13000.0,18,0,2,0,1.0
0,0.9684282190000001,59,0,0.712030313,3166.0,11,0,3,0,1.0
1,0.0,60,0,0.13717848800000002,2565.0,2,0,0,0,1.0
1,0.05042677,71,0,0.230346207,8000.0,13,0,1,0,0.0
1,0.043431539000000005,89,0,0.14861712800000001,3000.0,10,0,0,0,0.0
1,0.7180650959999999,54,0,0.736313184,6666.0,10,0,2,0,2.0
1,0.02669301,49,0,0.18628851300000002,4900.0,8,0,2,0,0.0
1,0.261815829,42,0,0.48704013399999996,7175.0,7,0,2,0,2.0
1,0.650180274,62,0,0.929360695,2533.0,8,0,1,0,0.0
1,0.0,65,1,0.11674402,2800.0,5,0,0,0,2.0
1,0.607122795,57,3,0.376770538,6000.0,18,0,1,1,0.0
1,0.0,57,0,15.0,1159.0,5,0,0,0,0.0
1,0.158853436,61,0,0.29613407,5250.0,14,0,2,0,0.0
1,0.910308247,48,0,0.382494005,5003.0,8,0,1,0,3.0
1,0.471461809,65,0,3560.0,2554.0,8,0,1,0,0.0
1,0.291357205,56,0,0.20251104399999997,4300.0,5,0,0,0,0.0
1,0.08758242599999999,56,0,635.0,1159.0,3,0,0,0,0.0
0,0.51655503,55,1,0.363918034,14200.0,17,0,2,0,0.0
1,0.15454935,33,0,0.116212339,7666.0,3,0,1,0,0.0
1,0.270679127,44,0,0.949283219,8300.0,9,0,4,0,0.0
1,0.021114979,58,0,388.0,1159.0,8,0,0,0,0.0
1,0.11119444,55,0,0.016495876,4000.0,2,0,0,0,0.0
1,0.365142641,76,0,0.715101749,2800.0,12,0,2,0,0.0
1,0.311180489,56,0,0.134459576,5800.0,9,0,0,0,0.0
1,0.761374188,57,0,0.5327737810000001,5003.0,9,0,1,0,0.0
1,0.858327574,66,3,0.385323266,4237.0,10,1,1,0,0.0
1,0.051799137,62,0,0.008544653000000001,10883.0,4,0,0,0,1.0
1,0.08999291400000001,48,0,0.701645836,8080.0,10,0,5,0,0.0
1,0.107315328,62,4,0.218445389,4000.0,8,1,1,0,0.0
1,0.018071746,42,0,0.256681575,9166.0,6,0,1,0,1.0
1,0.020886167,64,0,0.151551672,6637.0,10,0,1,0,3.0
1,0.09512692800000001,37,0,0.162257863,4800.0,10,0,1,0,0.0
1,0.18413450899999997,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0
1,0.730226977,47,0,0.24184225199999998,5362.0,3,0,0,0,2.0
1,0.011465813,56,0,0.16962879600000003,13334.0,13,0,3,0,4.0
1,0.119119596,37,0,0.575522304,7083.0,9,0,2,0,0.0
0,0.02559936,46,0,0.847424473,4600.0,12,0,2,0,0.0
1,0.041988022,62,0,0.41306240899999996,3444.0,11,0,2,0,1.0
1,0.813124886,54,1,0.25872207,2550.0,4,0,0,2,0.0
1,0.193619281,24,0,0.315369261,500.0,7,0,0,0,0.0
1,0.008843848,42,0,0.43031393700000004,5000.0,9,0,1,0,3.0
1,0.362211345,35,1,0.033474708,131800.0,11,0,1,0,2.0
1,0.9999998999999999,24,0,0.40542469700000006,1400.0,2,0,0,0,0.0
1,0.037170806,50,0,0.320613853,9643.0,21,0,2,0,2.0
1,0.944208701,54,0,0.89175902,12000.0,10,0,2,0,1.0
1,0.040740529,68,0,1.215178158,2160.0,8,0,1,0,0.0
1,0.020449644,76,2,0.294117647,6000.0,11,0,1,0,1.0
1,0.01489851,43,0,0.000582496,6866.0,2,0,0,0,0.0
1,0.069835967,37,0,0.22450980399999998,8159.0,9,0,2,0,2.0
1,0.5971445670000001,56,0,0.311964323,14350.0,15,0,2,0,1.0
1,0.002412346,65,0,1391.0,8311.0,8,0,2,0,0.0
1,0.016085255,76,0,0.428148635,3040.0,4,0,1,0,0.0
1,0.087262779,41,0,0.351002865,5583.0,10,0,1,0,3.0
1,1.1397205590000001,52,2,0.03091832,4333.0,3,0,0,0,1.0
1,0.06734831599999999,74,0,0.12381269800000001,6000.0,14,0,0,0,1.0
1,0.231469213,58,0,0.7202238209999999,1250.0,15,0,1,0,0.0
1,0.062243325,59,0,3057.0,2554.0,8,0,1,0,0.0
1,0.013132458,55,0,0.003568879,1400.0,3,0,0,0,0.0
1,0.17976384199999998,49,0,0.30924893,7708.0,22,0,1,1,1.0
1,0.0,40,1,0.780091628,2400.0,7,0,2,0,3.0
1,0.9999998999999999,46,0,0.0,5356.0,0,0,0,0,0.0
1,0.851305475,37,0,0.538131962,3500.0,10,0,1,0,3.0
1,0.5240129570000001,53,0,0.784078517,2750.0,7,0,1,0,0.0
1,0.223532464,62,0,0.229667338,8446.0,13,0,1,0,1.0
1,0.38514886600000003,40,0,2183.0,8311.0,8,0,3,0,1.0
1,0.300975932,58,0,0.23816663100000002,9337.0,13,0,1,0,0.0
1,0.005575531999999999,39,2,0.363663177,6780.0,8,1,2,0,1.0
1,0.050233664000000004,55,0,0.15057052099999998,8500.0,6,0,1,0,2.0
1,0.0,39,0,0.068827598,12000.0,5,0,0,0,3.0
1,0.024552827000000003,26,0,0.14186597,12250.0,5,0,1,0,1.0
1,0.17262187,30,0,0.212882223,8600.0,5,0,2,0,0.0
0,0.24789813100000002,54,0,185.0,1159.0,6,2,0,1,0.0
1,0.004674418,72,0,4.0,1159.0,6,0,0,0,0.0
1,0.017043518,43,0,0.10821382,2300.0,6,0,0,0,1.0
1,0.008520888,48,0,0.07066106,8561.0,5,0,0,0,2.0
1,0.101627547,44,0,0.31292517,4850.0,11,0,1,0,1.0
1,0.001688686,78,0,1.0,2430.0,6,0,0,0,0.0
1,0.35924524,29,0,0.498334444,1500.0,5,0,0,0,0.0
1,0.75089964,25,0,0.01119776,5000.0,3,0,0,0,0.0
1,0.29714897,63,0,0.772250423,2954.0,10,0,2,1,0.0
1,0.0,63,0,0.282968042,8166.0,3,0,1,0,1.0
1,0.10187430300000001,55,0,0.7927124609999999,9083.0,9,0,2,0,1.0
1,0.032205006,59,0,1459.0,2554.0,9,0,1,0,0.0
1,0.016306838,53,0,24.0,1159.0,7,0,0,0,0.0
1,0.304756508,53,0,0.388268381,12444.0,9,0,2,0,2.0
1,0.130735562,42,0,0.17258446300000002,4646.0,5,0,0,0,0.0
1,0.00249975,81,0,0.0,2500.0,7,0,0,0,0.0
1,0.562841258,49,0,2734.0,2554.0,13,0,1,0,0.0
1,0.175240865,65,0,0.163242009,4379.0,8,0,1,0,0.0
1,0.46612370399999997,38,0,0.38416848200000003,4130.0,16,0,0,0,0.0
1,0.001999966,60,0,2349.0,2554.0,13,0,1,0,0.0
1,0.023160543,85,0,0.349095395,2431.0,10,0,0,0,0.0
1,0.207575908,29,0,0.159392425,5200.0,5,0,0,0,0.0
1,0.044304273,67,0,0.177279787,4506.0,8,0,0,0,0.0
1,0.09909038099999999,50,2,0.48924934,2650.0,7,1,1,0,0.0
1,0.30471065399999997,65,0,0.219307097,2972.0,6,0,0,0,0.0
1,0.025935879,44,0,0.201107011,5961.0,6,0,1,0,0.0
1,0.0,44,0,0.098951675,3910.0,3,0,0,0,1.0
1,0.889393271,52,0,2615.0,1159.0,15,0,0,0,0.0
1,0.674259651,61,0,0.795536357,4166.0,11,0,2,0,0.0
1,0.6832662429999999,57,0,0.591136288,3000.0,9,0,2,0,0.0
0,0.097995334,48,0,0.179691015,6666.0,4,0,2,0,0.0
1,0.000939365,37,0,0.190402133,4500.0,5,0,2,0,1.0
1,0.139419725,70,0,927.0,1159.0,17,0,0,0,0.0
0,0.706922397,82,2,0.7032311520000001,6034.0,16,0,2,0,1.0
1,0.07224742,51,0,3738.0,8311.0,8,0,2,0,2.0
1,0.206518604,28,0,1272.0,2554.0,6,0,1,0,0.0
1,0.0,58,0,1352.0,2554.0,13,0,1,0,0.0
1,0.021437579,28,0,0.000856898,3500.0,4,0,0,0,1.0
0,0.0,50,2,0.08398681699999999,8798.0,4,4,0,1,0.0
1,0.24526498,51,0,0.953080375,2450.0,16,0,1,0,0.0
1,0.9999998999999999,49,0,0.000666593,9000.0,1,0,0,0,3.0
1,0.012871987,67,0,0.213269027,8500.0,7,0,1,0,0.0
1,0.193362915,52,0,0.532364374,5916.0,12,0,2,0,1.0
1,0.0097369,48,0,0.211789353,10500.0,5,0,1,0,0.0
1,0.083359929,59,0,0.17175934699999998,15806.0,8,0,2,0,2.0
1,0.52568426,30,1,637.0,1159.0,11,0,0,0,0.0
1,0.062613821,62,0,745.0,2554.0,10,0,1,0,0.0
1,0.457318613,68,4,0.560710402,8276.0,18,1,1,0,0.0
1,0.015025128,53,0,0.027331511,15000.0,5,0,0,0,0.0
1,0.21262200399999998,47,1,0.259130898,3750.0,13,0,0,0,0.0
1,0.583616008,55,0,0.41433121,3139.0,3,0,1,0,0.0
1,0.637903653,36,1,5113.0,8311.0,12,0,5,0,0.0
1,0.617096519,60,0,0.10812997199999999,7416.0,6,0,0,0,0.0
1,0.036174343,45,0,0.379853596,6283.0,3,0,1,0,1.0
1,0.357011439,26,0,0.170565887,5000.0,4,0,0,0,0.0
1,0.07699871700000001,58,0,0.124847994,7400.0,11,0,1,0,2.0
1,0.478857724,47,0,0.45668877,9500.0,9,0,3,0,2.0
1,0.33184145800000003,47,0,0.350238514,3982.0,6,0,1,0,0.0
1,0.81976524,41,0,0.39187178,8734.0,10,0,2,0,5.0
1,0.9999998999999999,82,0,0.0,1900.0,0,0,0,0,0.0
1,0.024846877000000003,87,0,53.0,1159.0,6,0,0,0,0.0
1,0.833917785,81,0,0.6431305829999999,4701.0,19,0,1,0,0.0
1,0.095290471,79,0,28.0,1159.0,5,0,0,0,0.0
1,0.45224836799999996,49,0,0.677205429,6483.0,6,0,2,0,1.0
1,0.843126875,34,0,0.186952037,3877.0,5,0,0,0,0.0
1,0.029622832,76,0,79.0,1159.0,6,0,0,0,0.0
0,0.005160767,62,0,0.20827558899999998,5050.0,12,0,1,0,1.0
1,0.273985465,39,1,2158.0,2554.0,14,0,1,0,0.0
1,0.172785933,53,0,0.177047867,14978.0,7,0,1,0,1.0
1,0.058172337000000005,57,0,0.192550466,16000.0,15,0,1,0,0.0
1,0.8787040429999999,57,0,0.433787844,8653.0,10,0,2,0,0.0
1,0.013336638999999999,52,0,89.0,1159.0,6,0,0,0,0.0
1,0.0,48,0,0.24897861100000002,4160.0,4,0,0,0,2.0
1,0.0,70,0,0.272715152,15000.0,10,0,1,0,1.0
1,0.008677662,49,0,0.386306847,2000.0,6,0,1,0,0.0
1,0.21749790800000002,73,0,0.319674284,3806.0,10,0,1,0,1.0
1,0.9999998999999999,60,0,0.514175877,2080.0,6,0,1,0,0.0
1,0.770812735,50,0,0.37634982,7500.0,27,0,0,0,0.0
0,0.991856823,31,4,0.854458217,2500.0,12,1,2,0,2.0
1,0.019867258999999998,77,0,0.141882009,2050.0,7,0,0,0,0.0
1,0.29590927300000003,65,0,0.337015522,10500.0,11,0,1,0,0.0
1,0.011204368999999999,71,0,23.0,1159.0,8,0,0,0,0.0
1,0.497295338,40,0,0.407421639,18216.0,12,0,4,0,2.0
1,0.090690931,24,0,29.0,0.0,1,0,0,0,0.0
0,0.6820308140000001,78,5,0.640671866,5000.0,12,2,2,0,0.0
1,0.047241717999999995,50,0,0.05941169599999999,8600.0,6,0,0,0,0.0
1,0.6825723340000001,63,1,3333.0,2554.0,10,0,1,0,0.0
1,0.350235377,42,0,1688.0,2554.0,8,0,1,0,0.0
1,0.225070715,39,1,0.497987599,9192.0,18,0,2,0,1.0
1,0.0,39,0,0.37892838700000003,3881.0,9,1,1,0,0.0
1,0.079482579,66,0,0.134609182,9300.0,16,0,1,0,1.0
1,0.0,58,0,0.28526417800000003,4125.0,11,0,1,0,0.0
1,0.265338773,37,2,334.0,1.0,12,0,0,0,0.0
1,0.0,54,0,0.0,5356.0,2,0,0,0,0.0
1,0.658507394,52,0,0.487329771,5800.0,12,0,1,0,4.0
1,0.017898675,62,0,0.15626506,8299.0,15,0,3,0,0.0
1,0.025181756,54,0,0.39480408899999997,2347.0,11,0,1,0,2.0
1,0.0,63,0,0.27517941100000004,4040.0,9,0,1,0,0.0
1,0.0,42,0,0.218148425,14700.0,3,0,1,0,2.0
1,0.00020741599999999998,33,0,0.075560056,7900.0,10,0,0,0,0.0
1,0.254359224,32,0,0.19879097899999998,4300.0,6,0,1,0,1.0
1,0.625764655,67,1,0.51628866,7274.0,16,0,2,0,0.0
1,0.093350974,55,0,0.020922821,7216.0,5,0,0,0,0.0
1,0.0559972,42,0,0.17721082600000002,5800.0,3,0,1,0,3.0
1,0.221132231,63,0,0.25719120100000004,6500.0,23,0,0,0,0.0
1,0.401197605,30,0,0.071394574,2100.0,1,1,0,0,0.0
1,0.794333683,38,1,0.065856996,5845.0,5,0,0,0,0.0
1,0.48837639,63,1,0.549494501,9000.0,18,0,2,0,0.0
1,0.001741358,55,0,0.438066465,6950.0,12,0,2,0,0.0
1,0.650800164,64,0,0.284923928,7229.0,11,0,2,0,1.0
1,0.9999998999999999,61,0,0.0,5116.0,0,0,0,0,0.0
1,0.039797347000000004,40,0,0.6532996529999999,3166.0,6,0,1,0,2.0
1,0.118864397,51,0,0.400534045,6740.0,6,0,2,0,1.0
1,0.04879465,44,1,0.50189962,5000.0,9,0,1,0,1.0
1,0.092916283,44,0,4695.0,8311.0,3,0,2,0,0.0
0,0.982003599,62,0,2376.0,1159.0,7,0,0,1,0.0
0,0.7705472870000001,91,5,0.350313152,2394.0,5,1,0,3,0.0
1,0.31988969300000003,26,0,687.0,0.0,4,0,0,0,0.0
1,0.45625729,35,0,0.589138782,3645.0,4,0,1,0,2.0
1,0.496388581,56,0,0.170164956,19580.0,12,0,1,0,1.0
1,0.041067683,56,0,0.422578048,11178.0,12,0,4,0,1.0
1,0.10276514099999999,46,0,0.40140997100000003,13900.0,16,0,4,0,0.0
0,0.923257865,50,1,0.08395492800000001,6300.0,4,2,0,1,0.0
1,0.0,74,0,0.024195161,5000.0,4,0,0,0,2.0
1,0.17656986,47,1,1.672666187,4166.0,13,0,3,0,1.0
1,0.319320798,44,0,1.1028204209999999,2800.0,11,0,1,0,2.0
1,0.240375962,56,0,0.6780185759999999,1614.0,3,0,2,0,0.0
1,0.012487196,78,0,40.0,1159.0,2,0,0,0,0.0
1,0.581416814,43,0,0.471588069,6000.0,7,0,2,0,0.0
1,0.090922266,57,1,0.142331288,7334.0,8,0,1,0,0.0
1,0.22343230100000003,60,0,0.132556965,33660.0,10,0,1,0,0.0
1,0.9999998999999999,69,0,0.019197806,8750.0,5,0,0,0,1.0
1,0.9999998999999999,50,1,0.29278453600000004,6000.0,4,0,1,0,2.0
1,0.0,23,0,0.047311828,929.0,1,0,0,0,0.0
1,0.477681419,36,0,0.7056277059999999,2078.0,8,0,2,0,2.0
0,0.295409182,35,1,433.0,1159.0,3,0,0,0,0.0
1,0.3203572,47,0,0.08938723900000001,3165.0,3,0,0,0,0.0
1,0.04589541,35,1,0.18689253,3600.0,5,0,0,0,2.0
1,0.0,74,0,0.051688332000000003,13000.0,5,0,0,0,1.0
1,0.011844833,50,0,2139.0,2554.0,12,0,1,0,0.0
0,0.953841026,25,0,990.0,2554.0,5,0,1,0,0.0
1,0.9999998999999999,26,0,0.11265545,4100.0,1,0,0,0,0.0
1,0.004539136,86,0,0.006432749000000001,3419.0,23,0,0,0,0.0
1,0.08683329599999999,43,0,0.5242484279999999,11608.0,18,0,3,0,2.0
1,0.0,34,2,1.04565145,3000.0,8,0,1,0,2.0
1,0.0,52,0,0.074847102,10300.0,3,0,1,0,1.0
1,0.012632912,39,0,0.401794035,8583.0,10,0,4,0,2.0
0,0.246203038,26,1,0.120432085,4350.0,4,2,0,0,1.0
1,0.932315958,39,0,0.46805568399999997,10846.0,9,0,2,0,1.0
1,0.23589222199999998,27,1,0.102787456,1721.0,5,0,0,0,0.0
1,0.020500642,53,0,0.299935548,17066.0,13,0,2,0,1.0
1,0.08256150400000001,63,0,126.0,1159.0,7,0,0,0,0.0
1,0.0,31,1,0.42126312299999996,6000.0,5,0,1,1,1.0
1,0.10137742599999999,62,0,0.274172583,10000.0,7,0,2,0,0.0
1,0.000895478,87,0,0.0,5370.0,7,0,0,0,0.0
1,0.072928545,52,0,0.269161542,13333.0,7,0,2,0,0.0
1,0.021885005,70,0,14.0,1159.0,2,0,0,0,0.0
1,0.7690795659999999,69,6,0.6013131079999999,4416.0,11,0,2,0,0.0
1,0.0,31,0,0.094867807,4500.0,10,0,0,0,0.0
1,0.9999998999999999,57,0,0.331577742,13100.0,9,0,2,0,1.0
1,0.338133211,85,0,0.328845158,3861.0,9,0,2,0,0.0
1,0.301873892,61,0,3234.0,8311.0,9,0,2,0,2.0
1,1.0145582709999998,58,1,0.393939394,3200.0,3,3,1,0,2.0
1,0.9999998999999999,70,0,1425.0,2554.0,3,0,1,0,0.0
1,0.014006834,25,0,0.005999333000000001,9000.0,20,0,0,0,0.0
1,0.9999998999999999,53,2,0.004736344,9500.0,8,3,0,0,1.0
1,0.48982463200000004,71,1,902.0,1159.0,5,0,0,0,0.0
1,0.019391297,68,0,0.06457714099999999,3700.0,9,0,0,0,1.0
1,0.861401722,30,0,3977.0,2554.0,5,0,1,0,0.0
1,0.9999998999999999,54,0,0.45524971200000003,6066.0,6,0,3,0,0.0
1,0.0,30,0,0.48291095100000003,4300.0,16,0,1,0,3.0
1,0.7022977020000001,31,2,0.076105588,2916.0,7,0,0,0,1.0
0,0.044740735,31,0,0.41126706399999996,5200.0,11,0,1,0,1.0
1,0.008327732,60,0,0.0018552879999999999,8084.0,2,0,0,0,0.0
1,0.0,52,0,0.10565921,9700.0,6,0,1,0,3.0
1,0.081683007,43,0,0.446626205,5601.0,8,0,2,0,1.0
1,0.0,27,0,0.167365366,3100.0,5,0,0,0,0.0
1,0.014240267,33,1,0.065624432,5500.0,5,0,0,0,1.0
1,0.034289879,60,0,0.264109233,7689.0,15,0,1,0,0.0
1,0.143981789,50,0,0.42804766299999997,12000.0,12,0,2,0,3.0
1,0.933834167,57,2,6696.0,8311.0,8,0,2,0,0.0
1,0.0,34,0,0.570285943,5000.0,18,0,2,0,0.0
1,0.016777666,42,0,0.130634775,25000.0,11,0,2,0,1.0
1,0.9999998999999999,36,1,0.081989751,8000.0,1,3,0,0,0.0
1,0.175493432,62,0,0.382723455,5000.0,13,0,3,0,1.0
1,1.016058173,28,3,0.211708483,4184.0,5,1,0,1,0.0
1,0.254614333,74,0,0.22293431,8737.0,17,0,1,0,0.0
1,0.011184063000000001,67,0,1162.0,2554.0,9,0,1,0,0.0
1,0.971352432,24,0,0.035803497000000004,1200.0,3,0,0,0,0.0
1,0.715714234,57,0,0.5805828129999999,6725.0,7,0,2,0,0.0
1,0.0177463,69,0,0.210714727,8100.0,11,0,1,0,0.0
1,0.317147219,47,0,0.365202245,5166.0,16,0,2,0,0.0
1,0.599709077,46,0,0.631828489,4850.0,9,0,1,0,0.0
1,0.092005893,65,0,0.404120944,12666.0,15,0,1,0,0.0
1,0.204186846,35,0,3134.0,2554.0,15,0,1,0,0.0
1,0.847472151,69,0,0.455298993,1688.0,3,1,1,0,0.0
1,0.32438257,54,0,0.0630793,3883.0,4,0,0,0,1.0
1,0.961597825,46,2,0.49886374,11000.0,12,0,2,0,2.0
